d, r, Trial, Samples, Rate Err, Weight Err, Time, Success
12, 1, 4, 1000, 0.0056, 0.0000, 0.0998, 1
12, 1, 5, 1000, 0.0119, 0.0000, 0.0950, 1
12, 1, Median, 1000.0, 0.0070, 0.0000, 0.0967, 1.00
12, 2, 1, 1000, 0.0622, 0.0162, 0.0909, 1
12, 2, 2, 1000, 0.0192, 0.0531, 0.0991, 1
12, 2, 3, 1000, 0.0545, 0.1518, 0.0974, 0
12, 2, 3, 10000, 0.0398, 0.2537, 0.7586, 0
12, 2, 3, 50000, 0.0065, 0.0091, 3.6222, 1
12, 2, 4, 1000, 0.0147, 0.0019, 0.1026, 1
12, 2, 5, 1000, 0.0615, 0.0492, 0.1014, 1
12, 2, Median, 1000.0, 0.0192, 0.0162, 0.1014, 1.00
12, 3, 1, 1000, 0.0688, 0.1461, 0.1063, 0
12, 3, 1, 10000, 0.0339, 0.0284, 0.8323, 1
12, 3, 2, 1000, 0.0312, 0.0236, 0.0999, 1
12, 3, 3, 1000, 0.0570, 0.1253, 0.1032, 1
12, 3, 4, 1000, 0.0489, 0.1975, 0.1066, 0
12, 3, 4, 10000, 0.1419, 0.1101, 0.8342, 0
12, 3, 4, 50000, 0.0109, 0.0108, 3.8005, 1
12, 3, 5, 1000, 0.0607, 0.0322, 0.1087, 1
12, 3, Median, 1000.0, 0.0339, 0.0284, 0.1087, 1.00
12, 4, 1, 1000, 0.0959, 0.2038, 0.1104, 0
12, 4, 1, 10000, 0.0590, 0.0298, 0.8740, 1
12, 4, 2, 1000, 0.1298, 0.2592, 0.1135, 0
12, 4, 2, 10000, 0.0410, 0.0176, 0.8154, 1
12, 4, 3, 1000, 0.3419, 0.4966, 0.1128, 0
12, 4, 3, 10000, 0.0760, 0.2190, 0.8147, 0
12, 4, 3, 50000, 0.0500, 0.0624, 3.7778, 1
12, 4, 4, 1000, 0.1416, 0.3092, 0.1047, 0
12, 4, 4, 10000, 0.0508, 0.1102, 0.8153, 1
12, 4, 5, 1000, 0.0631, 0.0380, 0.0997, 1
12, 4, Median, 10000.0, 0.0508, 0.0380, 0.8154, 1.00
12, 5, 1, 1000, 0.4401, 0.2088, 0.1095, 0
12, 5, 1, 10000, 0.1170, 0.0850, 0.8153, 0
12, 5, 1, 50000, 0.0679, 0.0799, 3.6243, 1
12, 5, 2, 1000, 0.1492, 0.3428, 0.1135, 0
12, 5, 2, 10000, 0.1811, 0.2448, 0.7839, 0
12, 5, 2, 50000, 0.0864, 0.0566, 3.6747, 1
12, 5, 3, 1000, 0.1720, 0.2253, 0.1111, 0
12, 5, 3, 10000, 0.1196, 0.1882, 0.7960, 0
12, 5, 3, 50000, 0.1504, 0.2440, 3.5984, 0
12, 5, 3, 100000, 0.0803, 0.0504, 7.1900, 1
12, 5, 4, 1000, 0.1231, 0.1560, 0.1192, 0
12, 5, 4, 10000, 0.1043, 0.1294, 0.8448, 0
12, 5, 4, 50000, 0.0781, 0.0430, 3.7162, 1
12, 5, 5, 1000, 0.5328, 0.8149, 0.1341, 0
12, 5, 5, 10000, 0.5781, 0.4797, 0.8535, 0
12, 5, 5, 50000, 0.0979, 0.1439, 3.6181, 0
12, 5, 5, 100000, 0.3458, 0.5248, 7.0250, 0
12, 5, Median, 50000.0, 0.0803, 0.0566, 3.6747, 0.80
12, 6, 1, 1000, 0.4778, 0.2935, 0.1439, 0
12, 6, 1, 10000, 0.3556, 0.3468, 0.8304, 0
12, 6, 1, 50000, 0.4162, 0.4743, 3.5919, 0
12, 6, 1, 100000, 0.2627, 0.0839, 7.2277, 0
12, 6, 2, 1000, 0.4965, 0.2851, 0.1302, 0
12, 6, 2, 10000, 0.3254, 0.5109, 0.8498, 0
12, 6, 2, 50000, 0.2383, 0.3140, 3.8960, 0
12, 6, 2, 100000, 0.2048, 0.2588, 7.1602, 0
12, 6, 3, 1000, 0.5610, 0.8523, 0.1293, 0
12, 6, 3, 10000, 0.5801, 0.3510, 0.7982, 0
12, 6, 3, 50000, 0.5673, 0.6599, 3.7057, 0
12, 6, 3, 100000, 0.4016, 0.5304, 7.0376, 0
12, 6, 4, 1000, 0.8943, 1.3637, 0.1294, 0
12, 6, 4, 10000, 0.9095, 0.7633, 0.7813, 0
12, 6, 4, 50000, 0.7169, 1.1927, 3.7268, 0
12, 6, 4, 100000, 0.6776, 1.8088, 7.2717, 0
12, 6, 5, 1000, 0.4939, 0.5310, 0.1314, 0
12, 6, 5, 10000, 0.5087, 0.4782, 0.8324, 0
12, 6, 5, 50000, 0.3634, 0.3326, 3.6472, 0
12, 6, 5, 100000, 0.4241, 0.5985, 7.1633, 0
12, 6, Median, 100000.0, 0.3634, 0.3326, 3.6472, 0.00
12, 7, 1, 1000, 0.7704, 0.6530, 0.1598, 0
12, 7, 1, 10000, 0.4837, 0.4878, 0.7781, 0
12, 7, 1, 50000, 0.6805, 0.6533, 3.6268, 0
12, 7, 1, 100000, 0.5442, 0.3912, 7.0841, 0
12, 7, 2, 1000, 0.6501, 0.3984, 0.1194, 0
12, 7, 2, 10000, 0.7035, 0.3377, 0.8337, 0
12, 7, 2, 50000, 0.6132, 0.2067, 3.6491, 0
12, 7, 2, 100000, 0.6747, 0.3096, 7.0657, 0
12, 7, 3, 1000, 0.6291, 0.3827, 0.1244, 0
12, 7, 3, 10000, 0.5328, 0.3753, 0.8194, 0
12, 7, 3, 50000, 0.4262, 0.1892, 3.7137, 0
12, 7, 3, 100000, 0.5771, 0.2293, 7.1534, 0
12, 7, 4, 1000, 0.5728, 1.2987, 0.1500, 0
12, 7, 4, 10000, 0.9929, 0.7724, 0.8185, 0
12, 7, 4, 50000, 0.8570, 1.0977, 3.7830, 0
12, 7, 4, 100000, 0.6927, 1.0132, 7.1213, 0
12, 7, 5, 1000, 0.6361, 0.5913, 0.1620, 0
12, 7, 5, 10000, 0.6546, 0.4826, 0.9223, 0
12, 7, 5, 50000, 0.4171, 0.3123, 3.6363, 0
12, 7, 5, 100000, 0.5171, 0.7584, 7.0994, 0
12, 7, Median, 100000.0, 0.5442, 0.3123, 3.7137, 0.00
13, 1, 1, 1000, 0.0129, 0.0000, 0.1096, 1
13, 1, 2, 1000, 0.0104, 0.0000, 0.1001, 1
13, 1, 3, 1000, 0.0059, 0.0000, 0.1128, 1
13, 1, 4, 1000, 0.0086, 0.0000, 0.1102, 1
13, 1, 5, 1000, 0.0080, 0.0000, 0.1135, 1
13, 1, Median, 1000.0, 0.0086, 0.0000, 0.1102, 1.00
13, 2, 1, 1000, 0.0411, 0.0422, 0.1102, 1
13, 2, 2, 1000, 0.0377, 0.0491, 0.1100, 1
13, 2, 3, 1000, 0.0310, 0.0768, 0.1001, 1
13, 2, 4, 1000, 0.0097, 0.0739, 0.1081, 1
13, 2, 5, 1000, 0.0156, 0.0208, 0.1112, 1
13, 2, Median, 1000.0, 0.0310, 0.0491, 0.1100, 1.00
13, 3, 1, 1000, 0.0348, 0.0202, 0.1128, 1
13, 3, 2, 1000, 0.0469, 0.0665, 0.1105, 1
13, 3, 3, 1000, 0.0811, 0.1331, 0.1008, 0
13, 3, 3, 10000, 0.0326, 0.0530, 0.8452, 1
13, 3, 4, 1000, 0.0358, 0.0835, 0.1046, 1
13, 3, 5, 1000, 0.0669, 0.0407, 0.1056, 1
13, 3, Median, 1000.0, 0.0358, 0.0530, 0.1105, 1.00
13, 4, 1, 1000, 0.1116, 0.0826, 0.1125, 1
13, 4, 2, 1000, 0.0908, 0.0586, 0.1179, 1
13, 4, 3, 1000, 0.2289, 0.1720, 0.1161, 0
13, 4, 3, 10000, 0.0944, 0.1207, 0.8689, 0
13, 4, 3, 50000, 0.1692, 0.5238, 4.2035, 0
13, 4, 3, 100000, 0.0763, 0.3763, 7.9536, 0
13, 4, 4, 1000, 0.0814, 0.4241, 0.1157, 0
13, 4, 4, 10000, 0.4131, 0.6895, 0.8862, 0
13, 4, 4, 50000, 0.0409, 0.0586, 3.9191, 1
13, 4, 5, 1000, 0.1213, 0.1827, 0.1127, 0
13, 4, 5, 10000, 0.0819, 0.1838, 0.8935, 0
13, 4, 5, 50000, 0.0682, 0.1634, 4.0747, 0
13, 4, 5, 100000, 0.0592, 0.0337, 7.9365, 1
13, 4, Median, 50000.0, 0.0908, 0.0586, 0.8689, 0.80
13, 5, 1, 1000, 0.1236, 0.1637, 0.1180, 0
13, 5, 1, 10000, 0.4840, 0.5319, 0.8968, 0
13, 5, 1, 50000, 0.1868, 0.0839, 4.0847, 0
13, 5, 1, 100000, 0.4474, 0.4266, 8.0930, 0
13, 5, 2, 1000, 0.2157, 0.2829, 0.1236, 0
13, 5, 2, 10000, 0.0735, 0.0408, 0.8772, 1
13, 5, 3, 1000, 0.2551, 0.4575, 0.1183, 0
13, 5, 3, 10000, 0.3153, 0.3686, 0.8870, 0
13, 5, 3, 50000, 0.1589, 0.2068, 4.0983, 0
13, 5, 3, 100000, 0.0791, 0.1480, 7.9056, 0
13, 5, 4, 1000, 0.3059, 0.4956, 0.1136, 0
13, 5, 4, 10000, 0.3403, 0.2191, 0.8717, 0
13, 5, 4, 50000, 0.1317, 0.1570, 4.0551, 0
13, 5, 4, 100000, 0.0692, 0.0429, 7.9798, 1
13, 5, 5, 1000, 0.3646, 0.3505, 0.1228, 0
13, 5, 5, 10000, 0.0895, 0.1798, 0.9127, 0
13, 5, 5, 50000, 0.2447, 0.6385, 4.0584, 0
13, 5, 5, 100000, 0.0566, 0.0735, 7.9149, 1
13, 5, Median, 100000.0, 0.0735, 0.0735, 7.9056, 0.60
13, 6, 1, 1000, 0.3520, 0.2619, 0.1267, 0
13, 6, 1, 10000, 0.5401, 0.3068, 0.9234, 0
13, 6, 1, 50000, 0.6139, 0.8604, 3.9940, 0
13, 6, 2, 1000, 0.5641, 0.5030, 0.1243, 0
13, 6, 2, 10000, 0.3898, 0.2911, 0.8857, 0
13, 6, 2, 50000, 0.1280, 0.1995, 4.3389, 0
13, 6, 2, 100000, 0.6194, 0.5068, 8.0406, 0
13, 6, 3, 1000, 0.2382, 0.3259, 0.1356, 0
13, 6, 3, 10000, 0.2262, 0.4250, 0.9247, 0
13, 6, 3, 50000, 0.1397, 0.2560, 4.1022, 0
13, 6, 3, 100000, 0.0563, 0.0317, 7.9091, 1
13, 6, 4, 1000, 0.6489, 0.5141, 0.1278, 0
13, 6, 4, 10000, 0.6642, 0.3632, 0.9148, 0
13, 6, 4, 50000, 0.2677, 0.4097, 4.0297, 0
13, 6, 4, 100000, 0.3453, 0.2357, 7.9563, 0
13, 6, 5, 1000, 0.5946, 0.5452, 0.1332, 0
13, 6, 5, 10000, 0.4649, 0.1659, 0.9095, 0
13, 6, 5, 50000, 0.4660, 0.2417, 4.1914, 0
13, 6, 5, 100000, 0.4534, 0.3671, 7.8521, 0
13, 6, Median, 100000.0, 0.3453, 0.1995, 4.3389, 0.20
13, 7, 1, 1000, 0.6748, 0.3138, 0.1360, 0
13, 7, 1, 10000, 0.4459, 0.4293, 0.9107, 0
13, 7, 1, 50000, 0.3683, 0.3858, 4.1540, 0
13, 7, 1, 100000, 0.3118, 0.2834, 7.9124, 0
13, 7, 2, 1000, 0.5791, 0.4766, 0.1642, 0
13, 7, 2, 10000, 0.6315, 0.4333, 0.9315, 0
13, 7, 2, 50000, 0.5338, 0.3830, 4.0396, 0
13, 7, 2, 100000, 0.5061, 0.2575, 8.0103, 0
13, 7, 3, 1000, 0.6466, 0.9973, 0.1755, 0
13, 7, 3, 10000, 0.8347, 0.3673, 0.9233, 0
13, 7, 3, 50000, 0.5350, 0.3444, 4.3413, 0
13, 7, 3, 100000, 0.7267, 0.2060, 7.8288, 0
13, 7, 4, 1000, 0.6739, 0.3320, 0.2767, 0
13, 7, 4, 10000, 0.8834, 0.3789, 0.9077, 0
13, 7, 4, 50000, 0.3029, 0.2114, 4.1747, 0
13, 7, 4, 100000, 0.4523, 0.2464, 7.9432, 0
13, 7, 5, 1000, 0.7839, 0.4387, 0.2427, 0
13, 7, 5, 10000, 0.4968, 0.3605, 1.1804, 0
13, 7, 5, 50000, 0.4593, 0.3086, 4.0411, 0
13, 7, 5, 100000, 0.5119, 0.3089, 7.9356, 0
13, 7, Median, 100000.0, 0.4593, 0.2834, 4.3413, 0.00
14, 1, 1, 1000, 0.0059, 0.0000, 0.1245, 1
14, 1, 2, 1000, 0.0057, 0.0000, 0.1239, 1
14, 1, 3, 1000, 0.0089, 0.0000, 0.1159, 1
14, 1, 4, 1000, 0.0226, 0.0000, 0.1211, 1
14, 1, 5, 1000, 0.0144, 0.0000, 0.1198, 1
14, 1, Median, 1000.0, 0.0089, 0.0000, 0.1211, 1.00
14, 2, 1, 1000, 0.0254, 0.0169, 0.1192, 1
14, 2, 2, 1000, 0.0207, 0.0457, 0.1212, 1
14, 2, 3, 1000, 0.0595, 0.0075, 0.1167, 1
14, 2, 4, 1000, 0.0212, 0.0418, 0.1196, 1
14, 2, 5, 1000, 0.0417, 0.0229, 0.1189, 1
14, 2, Median, 1000.0, 0.0254, 0.0229, 0.1192, 1.00
14, 3, 1, 1000, 0.0443, 0.0431, 0.1164, 1
14, 3, 2, 1000, 0.0699, 0.0691, 0.1148, 1
14, 3, 3, 1000, 0.0506, 0.0112, 0.1242, 1
14, 3, 4, 1000, 0.0716, 0.0731, 0.1238, 1
14, 3, 5, 1000, 0.0455, 0.1024, 0.1195, 1
14, 3, Median, 1000.0, 0.0506, 0.0691, 0.1195, 1.00
14, 4, 1, 1000, 0.1662, 0.3313, 0.1232, 0
14, 4, 1, 10000, 0.1876, 0.3618, 0.9821, 0
14, 4, 1, 50000, 0.0477, 0.0741, 4.5191, 1
14, 4, 2, 1000, 0.6078, 0.3770, 0.1284, 0
14, 4, 2, 10000, 0.0926, 0.1110, 1.0040, 0
14, 4, 2, 50000, 0.0637, 0.0359, 4.5054, 1
14, 4, 3, 1000, 0.5936, 3.5354, 0.1313, 0
14, 4, 3, 10000, 0.3723, 5.4114, 1.0041, 0
14, 4, 3, 50000, 0.6689, 0.8418, 4.5514, 0
14, 4, 3, 100000, 0.3466, 6.5113, 8.6890, 0
14, 4, 4, 1000, 0.0894, 0.0504, 0.1299, 1
14, 4, 5, 1000, 0.1952, 0.1690, 0.1244, 0
14, 4, 5, 10000, 0.0885, 0.0390, 0.9919, 1
14, 4, Median, 50000.0, 0.0885, 0.0504, 4.5054, 0.80
14, 5, 1, 1000, 0.4728, 0.6813, 0.1392, 0
14, 5, 1, 10000, 0.6191, 0.2401, 0.9797, 0
14, 5, 1, 50000, 0.2475, 0.3945, 4.5151, 0
14, 5, 1, 100000, 0.3382, 1.3948, 8.9082, 0
14, 5, 2, 1000, 0.3294, 0.4495, 0.1212, 0
14, 5, 2, 10000, 0.1029, 0.1294, 0.9825, 0
14, 5, 2, 50000, 0.0655, 0.1139, 4.5028, 1
14, 5, 3, 1000, 0.3840, 0.3565, 0.1285, 0
14, 5, 3, 10000, 0.1490, 0.3860, 1.0086, 0
14, 5, 3, 50000, 0.0371, 0.0154, 4.4989, 1
14, 5, 4, 1000, 0.3555, 0.4633, 0.1580, 0
14, 5, 4, 10000, 0.1087, 0.1226, 1.0009, 0
14, 5, 4, 50000, 0.0576, 0.0609, 4.4516, 1
14, 5, 5, 1000, 0.3156, 0.3636, 0.1261, 0
14, 5, 5, 10000, 0.3529, 0.4511, 1.0041, 0
14, 5, 5, 50000, 0.0652, 0.0455, 4.5634, 1
14, 5, Median, 50000.0, 0.0652, 0.0609, 4.5028, 0.80
14, 6, 1, 1000, 0.4347, 0.3149, 0.1558, 0
14, 6, 1, 10000, 0.3264, 0.4409, 1.0536, 0
14, 6, 1, 50000, 0.2125, 0.3273, 4.5876, 0
14, 6, 1, 100000, 0.0978, 0.0756, 8.7721, 1
14, 6, 2, 1000, 0.3327, 0.2306, 0.1380, 0
14, 6, 2, 10000, 0.2942, 0.6634, 0.9953, 0
14, 6, 2, 50000, 0.2632, 0.2860, 4.4832, 0
14, 6, 2, 100000, 0.3668, 0.3208, 8.7387, 0
14, 6, 3, 1000, 0.8964, 0.7856, 0.1371, 0
14, 6, 3, 10000, 1.0095, 0.6503, 1.0123, 0
14, 6, 3, 50000, 0.5106, 1.4139, 4.6272, 0
14, 6, 3, 100000, 0.6322, 0.7239, 9.0770, 0
14, 6, 4, 1000, 0.6842, 0.4548, 0.1538, 0
14, 6, 4, 10000, 0.6468, 0.6678, 1.0396, 0
14, 6, 4, 50000, 0.5829, 0.3502, 4.5134, 0
14, 6, 4, 100000, 0.7438, 0.4203, 8.7306, 0
14, 6, 5, 1000, 0.4388, 2.5480, 0.1518, 0
14, 6, 5, 10000, 0.4007, 2.4005, 0.9849, 0
14, 6, 5, 50000, 0.8162, 0.5063, 4.5426, 0
14, 6, 5, 100000, 0.5345, 1.4718, 8.8645, 0
14, 6, Median, 100000.0, 0.5829, 0.3502, 4.5426, 0.20
14, 7, 1, 1000, 0.6153, 0.3602, 0.1463, 0
14, 7, 1, 10000, 0.5329, 0.2427, 0.9956, 0
14, 7, 1, 50000, 0.3814, 0.2527, 4.6376, 0
14, 7, 1, 100000, 0.5132, 0.2095, 8.7036, 0
14, 7, 2, 1000, 0.5669, 0.2311, 0.2478, 0
14, 7, 2, 10000, 0.5077, 0.5051, 1.1469, 0
14, 7, 2, 50000, 0.4933, 0.4616, 4.6386, 0
14, 7, 2, 100000, 0.4174, 0.3673, 8.7977, 0
14, 7, 3, 1000, 0.6826, 0.2908, 0.1779, 0
14, 7, 3, 10000, 0.7376, 0.1217, 1.0433, 0
14, 7, 3, 50000, 0.5711, 0.5066, 4.5511, 0
14, 7, 3, 100000, 0.4064, 0.4152, 8.8093, 0
14, 7, 4, 1000, 0.5921, 0.2529, 0.1478, 0
14, 7, 4, 10000, 0.4813, 0.3855, 1.0120, 0
14, 7, 4, 50000, 0.4693, 0.2000, 4.5779, 0
14, 7, 4, 100000, 0.3782, 0.4732, 8.8006, 0
14, 7, 5, 1000, 0.3919, 0.3088, 0.2117, 0
14, 7, 5, 10000, 0.5419, 0.5471, 1.0974, 0
14, 7, 5, 50000, 0.6522, 0.4199, 4.5761, 0
14, 7, 5, 100000, 0.6753, 0.6089, 8.9827, 0
14, 7, Median, 100000.0, 0.4064, 0.3088, 4.6376, 0.00
15, 1, 1, 1000, 0.0099, 0.0000, 0.1318, 1
15, 1, 2, 1000, 0.0088, 0.0000, 0.1343, 1
15, 1, 3, 1000, 0.0097, 0.0000, 0.1314, 1
15, 1, 4, 1000, 0.0101, 0.0000, 0.1321, 1
15, 1, 5, 1000, 0.0175, 0.0000, 0.1332, 1
15, 1, Median, 1000.0, 0.0099, 0.0000, 0.1321, 1.00
15, 2, 1, 1000, 0.0255, 0.0474, 0.1256, 1
15, 2, 2, 1000, 0.0406, 0.0069, 0.1308, 1
15, 2, 3, 1000, 0.0678, 0.0116, 0.1275, 1
15, 2, 4, 1000, 0.0311, 0.0087, 0.1229, 1
15, 2, 5, 1000, 0.0390, 0.0587, 0.1328, 1
15, 2, Median, 1000.0, 0.0390, 0.0116, 0.1275, 1.00
15, 3, 1, 1000, 0.0386, 0.0471, 0.1385, 1
15, 3, 2, 1000, 0.1909, 1.9418, 0.1412, 0
15, 3, 2, 10000, 0.0477, 0.2624, 1.0691, 0
15, 3, 2, 50000, 0.0269, 0.1383, 5.0746, 1
15, 3, 3, 1000, 0.0480, 0.0689, 0.1403, 1
15, 3, 4, 1000, 0.1106, 0.1302, 0.1366, 0
15, 3, 4, 10000, 0.0280, 0.0029, 1.1093, 1
15, 3, 5, 1000, 0.2994, 7.6442, 0.1399, 0
15, 3, 5, 10000, 0.2454, 0.7269, 1.1035, 0
15, 3, 5, 50000, 0.2321, 2.7852, 5.1134, 0
15, 3, 5, 100000, 0.1901, 3.3483, 9.7621, 0
15, 3, Median, 10000.0, 0.0386, 0.0689, 1.1035, 0.80
15, 4, 1, 1000, 0.1404, 0.1048, 0.1359, 0
15, 4, 1, 10000, 0.0543, 0.0452, 1.0894, 1
15, 4, 2, 1000, 0.0747, 0.1692, 0.1319, 0
15, 4, 2, 10000, 0.0582, 0.0784, 1.1331, 1
15, 4, 3, 1000, 0.3180, 0.5222, 0.1489, 0
15, 4, 3, 10000, 0.1100, 0.2126, 1.1192, 0
15, 4, 3, 50000, 0.0678, 0.0949, 5.0726, 1
15, 4, 4, 1000, 0.1182, 0.1201, 0.1336, 0
15, 4, 4, 10000, 0.0807, 0.0743, 1.1059, 1
15, 4, 5, 1000, 0.0610, 0.0513, 0.1392, 1
15, 4, Median, 10000.0, 0.0610, 0.0743, 1.1059, 1.00
15, 5, 1, 1000, 0.2365, 0.6227, 0.1434, 0
15, 5, 1, 10000, 0.0647, 0.0618, 1.0871, 1
15, 5, 2, 1000, 0.3450, 0.2439, 0.1715, 0
15, 5, 2, 10000, 0.1487, 0.1098, 1.1216, 0
15, 5, 2, 50000, 0.1409, 0.1645, 4.9905, 0
15, 5, 2, 100000, 0.0301, 0.0203, 9.8874, 1
15, 5, 3, 1000, 0.4453, 0.2937, 0.1385, 0
15, 5, 3, 10000, 0.3850, 0.2330, 1.0901, 0
15, 5, 3, 50000, 0.3600, 0.7556, 5.1508, 0
15, 5, 3, 100000, 0.3451, 0.5111, 9.7681, 0
15, 5, 4, 1000, 0.1946, 0.2677, 0.1392, 0
15, 5, 4, 10000, 0.0718, 0.0293, 1.0865, 1
15, 5, 5, 1000, 0.1273, 0.0837, 0.1390, 0
15, 5, 5, 10000, 0.4061, 0.2862, 1.1169, 0
15, 5, 5, 50000, 0.1366, 0.0573, 5.1044, 1
15, 5, Median, 50000.0, 0.0718, 0.0573, 1.0901, 0.80
15, 6, 1, 1000, 0.7219, 0.5428, 0.2003, 0
15, 6, 1, 10000, 0.3309, 0.3636, 1.1584, 0
15, 6, 1, 50000, 0.3784, 0.3256, 5.1200, 0
15, 6, 1, 100000, 0.4543, 0.4187, 9.7985, 0
15, 6, 2, 1000, 0.4849, 0.3121, 0.1580, 0
15, 6, 2, 10000, 0.2834, 0.3399, 1.1080, 0
15, 6, 2, 50000, 0.1343, 0.1345, 5.1536, 0
15, 6, 2, 100000, 0.1529, 0.3567, 9.9030, 0
15, 6, 3, 1000, 0.4822, 0.3303, 0.1512, 0
15, 6, 3, 10000, 0.4936, 0.3290, 1.1576, 0
15, 6, 3, 50000, 0.5015, 0.1854, 5.0657, 0
15, 6, 3, 100000, 0.4324, 0.4803, 9.7733, 0
15, 6, 4, 1000, 0.2803, 0.2579, 0.1494, 0
15, 6, 4, 10000, 0.2648, 0.1881, 1.1292, 0
15, 6, 4, 50000, 0.2215, 0.1582, 5.0142, 0
15, 6, 4, 100000, 0.3711, 0.2468, 9.7834, 0
15, 6, 5, 1000, 0.4385, 0.2886, 0.2125, 0
15, 6, 5, 10000, 0.4356, 0.3452, 1.1219, 0
15, 6, 5, 50000, 0.2591, 0.1988, 5.0159, 0
15, 6, 5, 100000, 0.4196, 0.4002, 9.8312, 0
15, 6, Median, 100000.0, 0.2591, 0.1854, 5.0159, 0.00
15, 7, 1, 1000, 0.5482, 0.6550, 0.1701, 0
15, 7, 1, 10000, 0.5228, 0.3751, 1.1481, 0
15, 7, 1, 50000, 0.4641, 0.3581, 5.1365, 0
15, 7, 1, 100000, 0.5174, 0.5874, 9.8548, 0
15, 7, 2, 1000, 0.5883, 0.6530, 0.1712, 0
15, 7, 2, 10000, 0.7010, 1.4701, 1.1455, 0
15, 7, 2, 50000, 0.6108, 0.5043, 5.1894, 0
15, 7, 2, 100000, 0.6135, 0.3617, 9.8758, 0
15, 7, 3, 1000, 0.4622, 0.5509, 0.1626, 0
15, 7, 3, 10000, 0.6857, 0.4428, 1.1352, 0
15, 7, 3, 50000, 0.5024, 0.5010, 5.1252, 0
15, 7, 3, 100000, 0.4645, 0.4891, 9.8873, 0
15, 7, 4, 1000, 0.5793, 2.4934, 0.1605, 0
15, 7, 4, 10000, 0.7997, 0.7410, 1.1649, 0
15, 7, 4, 50000, 0.7725, 0.3205, 5.0673, 0
15, 7, 4, 100000, 0.6969, 0.5219, 10.0703, 0
15, 7, 5, 1000, 0.5784, 0.3152, 0.1736, 0
15, 7, 5, 10000, 0.4055, 0.5123, 1.1158, 0
15, 7, 5, 50000, 0.5684, 0.4738, 5.2884, 0
15, 7, Median, 100000.0, 0.5784, 0.3581, 5.1365, 0.00
